"","date","county","state","cases","lat","lon","total_population","num_below_poverty","num_uninsured","num_overcrowding"
"1",2020-12-04,"Autauga","Alabama",2945,32.5349279554825,-86.6427478088138,55049,6697,4093,254
"2",2020-12-04,"Baldwin","Alabama",9501,30.7274889936377,-87.7225752373643,199510,25551,19119,958
"3",2020-12-04,"Barbour","Alabama",1217,31.8695888091185,-85.3932129145765,26614,6235,2136,158
"4",2020-12-04,"Bibb","Alabama",1270,32.9986341529285,-87.1264801385788,22572,3390,1727,22
"5",2020-12-04,"Blount","Alabama",3231,33.98087819855,-86.5673834130292,57704,9441,6333,391
"6",2020-12-04,"Bullock","Alabama",711,32.1005343779333,-85.7156862699383,10552,2728,803,6
"7",2020-12-04,"Butler","Alabama",1211,31.7524178062516,-86.6803028820603,20280,5126,1759,126
"8",2020-12-04,"Calhoun","Alabama",6939,33.771436514234,-85.8260345892421,115883,22135,11021,694
"9",2020-12-04,"Chambers","Alabama",1891,32.9143528740884,-85.3920334889517,34018,6805,3208,555
"10",2020-12-04,"Cherokee","Alabama",1082,34.1759260075593,-85.6038003875482,25897,4188,2219,161
"11",2020-12-04,"Chilton","Alabama",2354,32.8478699835387,-86.7188037582823,43817,8779,5015,481
"12",2020-12-04,"Choctaw","Alabama",436,32.0197775016724,-88.2631848997968,13287,2743,1124,74
"13",2020-12-04,"Clarke","Alabama",1654,31.6766821203951,-87.8308139065017,24847,6023,2287,147
"14",2020-12-04,"Clay","Alabama",955,33.2690305969931,-85.8605830724965,13483,2195,1459,52
"15",2020-12-04,"Cleburne","Alabama",809,33.6745195883524,-85.518813831547,14991,2889,1590,99
"16",2020-12-04,"Coffee","Alabama",2600,31.4026522757973,-85.9881591675225,50991,8219,5153,270
"17",2020-12-04,"Colbert","Alabama",3479,34.7004766900769,-87.8049337147506,54377,8910,4218,150
"18",2020-12-04,"Conecuh","Alabama",732,31.429239748367,-86.9936783666157,12697,4107,1151,106
"19",2020-12-04,"Coosa","Alabama",385,32.9362495116424,-86.2476572937147,10864,1610,1049,67
"20",2020-12-04,"Covington","Alabama",2348,31.2484986581257,-86.4512771459695,37729,7031,3523,237
"21",2020-12-04,"Crenshaw","Alabama",738,31.7315375353875,-86.3135790093729,13896,2484,1372,41
"22",2020-12-04,"Cullman","Alabama",4906,34.1319499964658,-86.8675825749094,81316,13718,8469,547
"23",2020-12-04,"Dale","Alabama",2473,31.4318149499692,-85.6110090405247,49607,9897,3910,269
"24",2020-12-04,"Dallas","Alabama",2368,32.325976007532,-87.1064720778568,41426,14027,3281,720
"25",2020-12-04,"DeKalb","Alabama",5218,34.4598061323521,-85.8041138637093,70937,13872,10190,721
"26",2020-12-04,"Elmore","Alabama",4400,32.5966528384219,-86.1491639423542,80957,10893,5607,332
"27",2020-12-04,"Escambia","Alabama",2088,31.1261417372159,-87.1615837041193,37875,8894,4003,307
"28",2020-12-04,"Etowah","Alabama",7048,34.045265538097,-86.0347632602892,103363,18713,10219,639
"29",2020-12-04,"Fayette","Alabama",1022,33.7212302642574,-87.7388663868369,16783,2863,1471,96
"30",2020-12-04,"Franklin","Alabama",2655,34.4416987415131,-87.8437398551369,31573,6951,3974,486
"31",2020-12-04,"Geneva","Alabama",1292,31.0950591970446,-85.8390912462457,26765,6011,2945,184
"32",2020-12-04,"Greene","Alabama",458,32.8531567358996,-87.9522131020639,8587,3233,736,101
"33",2020-12-04,"Hale","Alabama",1021,32.7626697338447,-87.6291511506437,15159,3858,1248,175
"34",2020-12-04,"Henry","Alabama",909,31.5147100821191,-85.2414182671998,17187,2586,1610,59
"35",2020-12-04,"Houston","Alabama",5591,31.1532056661362,-85.3024767547949,103891,19415,9416,479
"36",2020-12-04,"Jackson","Alabama",3735,34.7794728354736,-85.9993509729766,52608,9780,5398,406
"37",2020-12-04,"Jefferson","Alabama",35310,33.554319742462,-86.8964957084218,659096,116750,54690,3599
"38",2020-12-04,"Lamar","Alabama",734,33.7791478450799,-88.0969592328537,14066,3322,1246,61
"39",2020-12-04,"Lauderdale","Alabama",4522,34.9014132850946,-87.6540149813345,92641,16538,8213,463
"40",2020-12-04,"Lawrence","Alabama",1399,34.5216828660879,-87.3109941458565,33433,6050,3773,202
"41",2020-12-04,"Lee","Alabama",8071,32.6011520958516,-85.3554754125552,153947,34085,14323,1146
"42",2020-12-04,"Limestone","Alabama",4624,34.8101055627959,-86.9814061176911,90257,12290,8573,646
"43",2020-12-04,"Lowndes","Alabama",829,32.1547538945184,-86.650102951271,10565,3005,876,46
"44",2020-12-04,"Macon","Alabama",775,32.3859650550022,-85.6926570325556,19684,4442,1410,124
"45",2020-12-04,"Madison","Alabama",14521,34.7630964591462,-86.550230730226,349973,45287,28477,1752
"46",2020-12-04,"Marengo","Alabama",1278,32.2476712356044,-87.7895430742731,20066,5504,1509,99
"47",2020-12-04,"Marion","Alabama",1502,34.1365641231201,-87.8871385572087,30239,5509,2625,158
"48",2020-12-04,"Marshall","Alabama",6953,34.3669625649157,-86.3066442788053,94534,19138,12263,1106
"49",2020-12-04,"Mobile","Alabama",20626,30.7915214474844,-88.2064769202696,414291,78633,40073,2980
"50",2020-12-04,"Monroe","Alabama",853,31.5708847401232,-87.3654355258009,21975,6972,2163,56
"51",2020-12-04,"Montgomery","Alabama",12844,32.2202691815894,-86.2076234130588,227392,46982,20236,1665
"52",2020-12-04,"Morgan","Alabama",7405,34.4534749886009,-86.8529474423102,119555,19172,11202,942
"53",2020-12-04,"Perry","Alabama",703,32.6384681745508,-87.2944118630526,9856,3605,776,133
"54",2020-12-04,"Pickens","Alabama",1297,33.2808008318267,-88.0887563547337,20042,4575,1708,126
"55",2020-12-04,"Pike","Alabama",1652,31.802733152114,-85.9409376335061,33277,8074,3383,242
"56",2020-12-04,"Randolph","Alabama",1080,33.29379107876,-85.459133229405,22615,4542,2345,346
"57",2020-12-04,"Russell","Alabama",2343,32.2884021180542,-85.1849287909993,58636,12423,5458,632
"58",2020-12-04,"Shelby","Alabama",11278,33.2642846545185,-86.6606694053854,205951,17227,14209,717
"59",2020-12-04,"St. Clair","Alabama",4665,33.7156992671048,-86.3147091591381,86576,11582,7286,284
"60",2020-12-04,"Sumter","Alabama",601,32.5910611286449,-88.1988513022031,13285,4582,1091,35
"61",2020-12-04,"Talladega","Alabama",3861,33.3800873463698,-86.1658909132268,81057,16119,6501,445
"62",2020-12-04,"Tallapoosa","Alabama",1926,32.8623836489401,-85.797502995923,40958,9431,3778,593
"63",2020-12-04,"Tuscaloosa","Alabama",13897,33.2895782353836,-87.5251153607843,202471,34470,15936,1456
"64",2020-12-04,"Walker","Alabama",3914,33.8033167310492,-87.2973326927355,65593,14174,5978,427
"65",2020-12-04,"Washington","Alabama",942,31.4076346187676,-88.2078622066998,16909,3585,1859,100
"66",2020-12-04,"Wilcox","Alabama",659,31.9893103033129,-87.3081999788081,11119,3768,894,21
"67",2020-12-04,"Winston","Alabama",1463,34.1492042514065,-87.3736692212495,24013,4833,2359,161
"68",2020-12-04,"Aleutians East Borough","Alaska",41,55.6854323952105,-161.244412102279,3299,510,857,22
"69",2020-12-04,"Aleutians West Census Area","Alaska",111,53.6677503270307,-166.890422684322,5714,426,1051,133
"70",2020-12-04,"Anchorage","Alaska",17774,61.1507763911176,-149.104986017966,299321,23652,32847,4322
"71",2020-12-04,"Bethel Census Area","Alaska",1640,60.9473108280693,-159.522360924498,17885,4619,3267,1642
"72",2020-12-04,"Bristol Bay Borough","Alaska",76,58.7419514278416,-156.702879381781,942,67,128,18
"73",2020-12-04,"Denali Borough","Alaska",45,63.6731969016245,-150.009454521272,2125,233,248,52
"74",2020-12-04,"Dillingham Census Area","Alaska",102,59.8088028448766,-158.190823423849,4980,815,783,297
"75",2020-12-04,"Fairbanks North Star Borough","Alaska",3561,64.8079232045954,-146.56367930232,100150,7444,11342,1963
"76",2020-12-04,"Haines Borough","Alaska",17,59.1146921843878,-135.70052151013,2528,132,357,124
"77",2020-12-04,"Juneau City and Borough","Alaska",886,58.4697877159414,-134.157652909342,32524,2365,3641,543
"78",2020-12-04,"Kenai Peninsula Borough","Alaska",2843,60.1872284227239,-150.295188410751,57637,6175,7679,853
"79",2020-12-04,"Ketchikan Gateway Borough","Alaska",205,55.5964541404708,-130.917688078038,13715,1453,1995,222
"80",2020-12-04,"Kodiak Island Borough","Alaska",412,57.4309745978619,-153.537285817375,13918,1247,2188,390
"81",2020-12-04,"Kusilvak Census Area","Alaska",433,62.1545387140138,-163.378639937148,7993,2862,1369,892
"82",2020-12-04,"Lake and Peninsula Borough","Alaska",5,58.6491353432364,-156.178780135003,1411,263,366,44
"83",2020-12-04,"Matanuska-Susitna Borough","Alaska",4469,62.3157398611395,-149.570678874769,98679,9350,13772,1645
"84",2020-12-04,"Nome Census Area","Alaska",245,65.0393296380602,-163.510517350166,9879,2593,1915,849
"85",2020-12-04,"North Slope Borough","Alaska",530,69.311848133667,-153.479480564389,9681,1070,1614,606
"86",2020-12-04,"Northwest Arctic Borough","Alaska",369,67.0530024776582,-159.72100842696,7723,1874,1703,722
"87",2020-12-04,"Petersburg Borough","Alaska",23,57.2747529294592,-132.864056420767,3196,294,499,33
"88",2020-12-04,"Prince of Wales-Hyder Census Area","Alaska",54,55.497027715705,-132.84246368439,6374,938,1252,133
"89",2020-12-04,"Sitka City and Borough","Alaska",217,56.9475823079395,-135.05252187823,8921,796,1335,119
"90",2020-12-04,"Skagway Municipality","Alaska",11,59.5617060226449,-135.337467526098,1014,53,139,12
"91",2020-12-04,"Southeast Fairbanks Census Area","Alaska",314,63.8769139087506,-143.20681038243,6970,941,1235,165
"92",2020-12-04,"Valdez-Cordova Census Area","Alaska",268,61.6257043341982,-144.306389508087,9522,802,1193,122
"93",2020-12-04,"Wrangell City and Borough","Alaska",21,56.328842650674,-131.938190184275,2401,237,370,22
"94",2020-12-04,"Yukon-Koyukuk Census Area","Alaska",181,65.5087334295411,-151.391542540025,5600,1304,1109,315
"95",2020-12-04,"Apache","Arizona",5702,35.3955303898734,-109.488833225248,72346,25658,11444,2786
"96",2020-12-04,"Cochise","Arizona",4194,31.879613428879,-109.751176250007,128177,22184,9661,1436
"97",2020-12-04,"Coconino","Arizona",7897,35.8387457190252,-111.770511343045,138064,28193,14874,3488
"98",2020-12-04,"Gila","Arizona",3226,33.7997525056345,-110.811716270363,53179,11097,5082,831
"99",2020-12-04,"Graham","Arizona",2314,32.9327047295035,-109.887408510498,37529,7419,2948,786
"100",2020-12-04,"Greenlee","Arizona",277,33.2152267537358,-109.240143515106,9224,1216,704,183
"101",2020-12-04,"La Paz","Arizona",958,33.7292868666155,-113.981306519609,20304,4243,2412,525
"102",2020-12-04,"Maricopa","Arizona",224924,33.3488125404232,-112.491306412054,4088549,666513,436313,64653
"103",2020-12-04,"Mohave","Arizona",6940,35.7041030891727,-113.757964679534,203629,37884,18843,3127
"104",2020-12-04,"Navajo","Arizona",8519,35.3996639831384,-110.321412545931,108209,31575,13205,3120
"105",2020-12-04,"Pima","Arizona",42698,32.0974299148962,-111.789905718709,1003338,186299,87312,15665
"106",2020-12-04,"Pinal","Arizona",18046,32.9043969302388,-111.344681591056,397604,61430,35192,4833
"107",2020-12-04,"Santa Cruz","Arizona",4255,31.5260312010517,-110.846600658826,46547,10083,5250,907
"108",2020-12-04,"Yavapai","Arizona",6342,34.5999012771725,-112.553912659859,218586,31512,20081,2509
"109",2020-12-04,"Yuma","Arizona",18762,32.7694301082438,-113.905597067593,203292,40330,22653,4458
"110",2020-12-04,"Arkansas","Arkansas",1023,34.290815288302,-91.3749171644414,18569,3587,1277,82
"111",2020-12-04,"Ashley","Arkansas",933,33.1912166170293,-91.7684630266682,20989,4131,1474,148
"112",2020-12-04,"Baxter","Arkansas",1510,36.2872147381421,-92.3369536481037,40992,5600,2383,271
"113",2020-12-04,"Benton","Arkansas",13008,36.3387301991844,-94.2562056794089,245231,27562,24123,2502
"114",2020-12-04,"Boone","Arkansas",1941,36.3085968435502,-93.0915400605962,37301,6409,2541,380
"115",2020-12-04,"Bradley","Arkansas",571,33.4664252173498,-92.1623958254125,11096,3163,997,197
"116",2020-12-04,"Calhoun","Arkansas",158,33.5580367601381,-92.5030500938852,5210,969,329,23
"117",2020-12-04,"Carroll","Arkansas",1558,36.3410250419993,-93.5382463857738,27690,4789,2719,485
"118",2020-12-04,"Chicot","Arkansas",1239,33.2672178533189,-91.2939840753232,11189,3252,690,100
"119",2020-12-04,"Clark","Arkansas",902,34.0509843164184,-93.17637292882,22684,4762,1145,197
"120",2020-12-04,"Clay","Arkansas",1000,36.3682702016516,-90.4175555476246,15202,3340,998,151
